,Scint_ID,X_Detected,Y_Detected,Z_Detected
0,1,-1.9141521342098713,-18.083992958068848,-32.88397550582886
1,2,-14.964152336120605,-5.033992171287537,-32.88397550582886
2,3,-14.964152336120605,-9.383992195129395,-32.88397550582886
3,4,-14.964152336120605,-13.733992099761963,-32.88397550582886
4,5,-14.964152336120605,-18.083992958068848,-32.88397550582886
5,6,-10.614151954650879,-5.033992171287537,-32.88397550582886
6,7,-10.614151954650879,-9.383992195129395,-32.88397550582886
7,8,-10.614151954650879,-13.733992099761963,-32.88397550582886
8,9,-10.614151954650879,-18.083992958068848,-32.88397550582886
9,10,-6.26415228843689,-5.033992171287537,-32.88397550582886
10,11,-6.26415228843689,-9.383992195129395,-32.88397550582886
11,12,-6.26415228843689,-13.733992099761963,-32.88397550582886
12,13,-6.26415228843689,-18.083992958068848,-32.88397550582886
13,14,-1.9141521342098713,-5.033992171287537,-32.88397550582886
14,15,-1.9141521342098713,-9.383992195129395,-32.88397550582886
15,16,-1.9141521342098713,-13.733992099761963,-32.88397550582886
16,17,-28.61415195465088,-18.083992958068848,-32.88397550582886
17,18,-41.66415214538574,-5.033992171287537,-32.88397550582886
18,19,-37.314151763916016,-5.033992171287537,-32.88397550582886
19,20,-32.96415138244629,-5.033992171287537,-32.88397550582886
20,21,-28.61415195465088,-5.033992171287537,-32.88397550582886
21,22,-41.66415214538574,-9.383992195129395,-32.88397550582886
22,23,-37.314151763916016,-9.383992195129395,-32.88397550582886
23,24,-32.96415138244629,-9.383992195129395,-32.88397550582886
24,25,-28.61415195465088,-9.383992195129395,-32.88397550582886
25,26,-41.66415214538574,-13.733992099761963,-32.88397550582886
26,27,-37.314151763916016,-13.733992099761963,-32.88397550582886
27,28,-32.96415138244629,-13.733992099761963,-32.88397550582886
28,29,-28.61415195465088,-13.733992099761963,-32.88397550582886
29,30,-41.66415214538574,-18.083992958068848,-32.88397550582886
30,31,-37.314151763916016,-18.083992958068848,-32.88397550582886
31,32,-32.96415138244629,-18.083992958068848,-32.88397550582886
32,33,-1.8641520384699106,8.616007566452026,-32.88397550582886
33,34,-14.9141526222229,21.666007041931152,-32.88397550582886
34,35,-10.564152240753174,21.666007041931152,-32.88397550582886
35,36,-6.214152097702026,21.666007041931152,-32.88397550582886
36,37,-1.8641520384699106,21.666007041931152,-32.88397550582886
37,38,-14.9141526222229,17.3160080909729,-32.88397550582886
38,39,-10.564152240753174,17.3160080909729,-32.88397550582886
39,40,-6.214152097702026,17.3160080909729,-32.88397550582886
40,41,-1.8641520384699106,17.3160080909729,-32.88397550582886
41,42,-14.9141526222229,12.966007709503174,-32.88397550582886
42,43,-10.564152240753174,12.966007709503174,-32.88397550582886
43,44,-6.214152097702026,12.966007709503174,-32.88397550582886
44,45,-1.8641520384699106,12.966007709503174,-32.88397550582886
45,46,-14.9141526222229,8.616007566452026,-32.88397550582886
46,47,-10.564152240753174,8.616007566452026,-32.88397550582886
47,48,-6.214152097702026,8.616007566452026,-32.88397550582886
48,49,-41.71415138244629,8.616007566452026,-32.88397550582886
49,50,-28.664152145385742,21.666007041931152,-32.88397550582886
50,51,-28.664152145385742,17.3160080909729,-32.88397550582886
51,52,-28.664152145385742,12.966007709503174,-32.88397550582886
52,53,-28.664152145385742,8.616007566452026,-32.88397550582886
53,54,-33.01415252685547,21.666007041931152,-32.88397550582886
54,55,-33.01415252685547,17.3160080909729,-32.88397550582886
55,56,-33.01415252685547,12.966007709503174,-32.88397550582886
56,57,-33.01415252685547,8.616007566452026,-32.88397550582886
57,58,-37.36415100097656,21.666007041931152,-32.88397550582886
58,59,-37.36415100097656,17.3160080909729,-32.88397550582886
59,60,-37.36415100097656,12.966007709503174,-32.88397550582886
60,61,-37.36415100097656,8.616007566452026,-32.88397550582886
61,62,-41.71415138244629,21.666007041931152,-32.88397550582886
62,63,-41.71415138244629,17.3160080909729,-32.88397550582886
63,64,-41.71415138244629,12.966007709503174,-32.88397550582886
64,101,9.410847902297974,-25.50899314880371,-32.88397550582886
65,102,9.410847902297974,25.591007232666016,-32.88397550582886
66,103,9.410847902297974,18.29100799560547,-32.88397550582886
67,104,9.410847902297974,10.991007804870605,-32.88397550582886
68,105,9.410847902297974,3.6910076811909676,-32.88397550582886
69,106,9.410847902297974,-3.608992174267769,-32.88397550582886
70,107,9.410847902297974,-10.908992052078247,-32.88397550582886
71,108,9.410847902297974,-18.20899200439453,-32.88397550582886
72,109,-52.98915100097656,-21.908992767333984,-32.88397550582886
73,110,-52.98915100097656,29.19100856781006,-32.88397550582886
74,111,-52.98915100097656,21.891008377075195,-32.88397550582886
75,112,-52.98915100097656,14.591007709503174,-32.88397550582886
76,113,-52.98915100097656,7.291007876396179,-32.88397550582886
77,114,-52.98915100097656,-0.008992195129394531,-32.88397550582886
78,115,-52.98915100097656,-7.308992266654968,-32.88397550582886
79,116,-52.98915100097656,-14.608992099761963,-32.88397550582886
80,117,5.560848116874695,33.04100799560547,-32.88397550582886
81,118,-45.53915023803711,33.04100799560547,-32.88397550582886
82,119,-38.23915100097656,33.04100799560547,-32.88397550582886
83,120,-30.939151763916016,33.04100799560547,-32.88397550582886
84,121,-23.63915252685547,33.04100799560547,-32.88397550582886
85,122,-16.339151859283447,33.04100799560547,-32.88397550582886
86,123,-9.039152145385742,33.04100799560547,-32.88397550582886
87,124,-1.7391520142555237,33.04100799560547,-32.88397550582886
88,125,1.9608479142189026,-29.358991622924805,-32.88397550582886
89,126,-49.13915252685547,-29.358991622924805,-32.88397550582886
90,127,-41.83915328979492,-29.358991622924805,-32.88397550582886
91,128,-34.539151191711426,-29.358991622924805,-32.88397550582886
92,129,-27.239152908325195,-29.358991622924805,-32.88397550582886
93,130,-19.939151763916016,-29.358991622924805,-32.88397550582886
94,131,-12.639152526855469,-29.358991622924805,-32.88397550582886
95,132,-5.339152216911316,-29.358991622924805,-32.88397550582886
